rank,target_id,silence_days,first_seen_iso,last_seen_iso
33,NTU-NLP-sg/xCodeEval,230,2026-01-26T21:19:38Z,2026-05-31T10:01:17Z
34,deepmind/code_contests,230,2026-01-26T21:19:38Z,2026-06-01T02:00:54Z
35,Rowan/hellaswag,229,2026-01-27T19:22:57Z,2026-05-29T19:01:36Z
36,Qwen/Qwen2.5-1.5B-Instruct,229,2026-01-27T19:22:57Z,2026-05-31T21:01:20Z
37,facebook/opt-125m,229,2026-01-27T18:04:05Z,2026-04-18T00:00:37Z
38,aps/super_glue,229,2026-01-27T18:04:05Z,2026-06-01T02:01:43Z
39,Qwen/Qwen2.5-Coder-1.5B,229,2026-01-27T18:04:05Z,2026-05-31T07:00:51Z
40,mlfoundations/dclm-baseline-1.0,229,2026-01-27T18:04:05Z,2026-05-31T18:01:33Z
41,jat-project/jat-dataset-tokenized,229,2026-01-27T18:04:05Z,2026-06-01T08:00:44Z
42,microsoft/beit-base-patch16-224-pt22k-ft22k,229,2026-01-27T18:04:05Z,2026-02-04T20:00:00Z
43,openai-community/gpt2-medium,229,2026-01-27T18:04:05Z,2026-04-18T21:01:00Z
44,stanfordnlp/imdb,229,2026-01-27T18:04:05Z,2026-05-28T22:00:30Z
45,hkunlp/instructor-large,229,2026-01-27T18:04:05Z,2026-05-29T21:00:45Z
46,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,229,2026-01-27T19:14:47Z,2026-05-31T17:00:04Z
47,InternRobotics/InternData-BridgeV2,229,2026-01-27T19:14:47Z,2026-06-01T07:00:31Z
48,Alibaba-NLP/gte-multilingual-reranker-base,229,2026-01-27T19:14:47Z,2026-05-31T17:01:36Z
49,distilbert/distilbert-base-uncased-finetuned-sst-2-english,229,2026-01-27T19:14:47Z,2026-02-10T07:00:00Z
50,wecover/OPUS_Tatoeba,229,2026-01-27T19:14:47Z,2026-05-31T16:00:02Z
51,ieasybooks-org/prophet-mosque-library,229,2026-01-27T19:14:47Z,2026-05-31T14:00:04Z
52,IPEC-COMMUNITY/droid_lerobot,229,2026-01-27T19:14:47Z,2026-05-31T13:01:41Z
53,M-FAC/bert-mini-finetuned-mnli,229,2026-01-27T19:14:47Z,2026-04-16T04:00:47Z
54,timm/maxvit_nano_rw_256.sw_in1k,229,2026-01-27T19:14:47Z,2026-02-07T02:00:01Z
55,HuggingFaceM4/FineVision,229,2026-01-27T19:14:47Z,2026-05-29T01:00:09Z
56,E-MIMIC/inclusively-classification,229,2026-01-27T19:22:57Z,2026-04-19T07:01:01Z
57,h2oai/h2ovl-mississippi-800m,229,2026-01-27T19:22:57Z,2026-06-01T13:01:30Z
58,allenai/openbookqa,229,2026-01-27T19:22:57Z,2026-06-01T05:01:36Z
59,Respair/BBC_Pargar,229,2026-01-27T19:22:57Z,2026-06-01T11:00:26Z
60,cybersectony/phishing-email-detection-distilbert_v2.4.1,229,2026-01-27T19:22:57Z,2026-02-11T10:00:02Z
61,timm/tf_efficientnetv2_m.in21k_ft_in1k,229,2026-01-27T19:22:57Z,2026-02-08T13:00:00Z
62,snunlp/KR-FinBert-SC,229,2026-01-27T19:22:57Z,2026-06-01T01:00:02Z
63,cardiffnlp/twitter-roberta-base-sentiment,229,2026-01-27T19:22:57Z,2026-02-12T04:57:40Z
64,amunchet/rorshark-vit-base,229,2026-01-27T19:22:57Z,2026-02-11T15:00:00Z
65,deepseek-ai/DeepSeek-V3,229,2026-01-27T19:22:57Z,2026-06-01T02:01:39Z
66,timm/efficientnet_b4.ra2_in1k,229,2026-01-27T19:22:57Z,2026-02-06T06:00:00Z
67,YiboZhang2001/TexVerse,229,2026-01-27T19:22:57Z,2026-06-01T04:00:05Z
68,Zyphra/dclm-dedup,229,2026-01-27T19:22:57Z,2026-06-01T12:01:04Z
69,haesungoh/MVAdapt-Dataset-Mini,229,2026-01-27T19:22:57Z,2026-05-30T12:01:16Z
70,allenai/dolma3_mix-6T,229,2026-01-27T19:22:57Z,2026-06-01T05:00:50Z
71,applied-ai-018/peacock-data-public-datasets-idc-warc-data,229,2026-01-27T19:22:57Z,2026-05-31T10:01:27Z
72,qandos0/SentimentArEng,229,2026-01-27T19:22:57Z,2026-04-18T08:00:12Z
73,microsoft/resnet-18,229,2026-01-27T19:22:57Z,2026-02-07T16:00:00Z
74,timm/tf_efficientnetv2_b0.in1k,229,2026-01-27T19:22:57Z,2026-02-05T09:00:00Z
75,genrobot2025/10Kh-RealOmin-OpenData,229,2026-01-27T19:22:57Z,2026-05-31T08:00:07Z
76,nateraw/bert-base-uncased-emotion,229,2026-01-27T19:22:57Z,2026-02-10T23:00:01Z
77,qanastek/51-languages-classifier,229,2026-01-27T19:22:57Z,2026-02-08T09:00:01Z
78,AquaV/genshin-voices-separated,229,2026-01-27T19:22:57Z,2026-05-31T10:01:47Z
79,vectara/hallucination_evaluation_model,229,2026-01-27T19:22:57Z,2026-05-28T09:01:32Z
80,mcp-course/images,229,2026-01-27T19:22:57Z,2026-05-30T13:00:56Z
81,meta-llama/Llama-3.2-1B-Instruct,226,2026-01-30T21:00:01Z,2026-04-19T04:00:35Z
82,Qwen/Qwen3-4B-Instruct-2507,226,2026-01-30T21:00:01Z,2026-05-30T22:01:18Z
83,facebook/bart-large-mnli,226,2026-01-30T18:14:21Z,2026-02-10T16:00:01Z
84,Qwen/Qwen2.5-Coder-0.5B-Instruct,226,2026-01-30T21:00:01Z,2026-05-27T16:01:30Z
85,timm/mobilenetv3_large_100.ra_in1k,226,2026-01-30T18:14:21Z,2026-02-10T13:00:00Z
86,madhurjindal/autonlp-Gibberish-Detector-492513457,226,2026-01-30T18:00:01Z,2026-02-08T12:00:00Z
87,nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16,226,2026-01-30T18:00:01Z,2026-02-11T18:00:00Z
88,allenai/objaverse,226,2026-01-30T18:00:01Z,2026-05-30T23:00:07Z
89,jitesh/emotion-english,226,2026-01-30T18:00:01Z,2026-06-01T07:00:28Z
90,nvidia/PhysicalAI-Autonomous-Vehicles,226,2026-01-30T18:00:01Z,2026-05-30T17:01:15Z
91,YiboZhang2001/TexVerse-1K,226,2026-01-30T18:00:01Z,2026-05-30T04:00:31Z
92,Qwen/Qwen3-30B-A3B,226,2026-01-30T18:00:01Z,2026-05-31T21:01:38Z
93,nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-FP8,226,2026-01-30T18:00:01Z,2026-02-11T12:00:01Z
94,Qwen/Qwen2.5-Coder-32B-Instruct,226,2026-01-30T18:00:01Z,2026-05-31T10:01:23Z
95,rizvandwiki/gender-classification-2,226,2026-01-30T18:00:01Z,2026-06-01T01:00:16Z
96,lavita/medical-qa-shared-task-v1-toy,226,2026-01-30T18:00:01Z,2026-05-29T08:00:07Z
97,timm/wide_resnet50_2.racm_in1k,226,2026-01-30T18:00:01Z,2026-06-01T03:01:39Z
98,nateraw/vit-age-classifier,226,2026-01-30T18:00:01Z,2026-02-12T05:00:01Z
99,llm-jp/llm-jp-3-3.7b-instruct,226,2026-01-30T18:00:01Z,2026-04-19T06:00:48Z
100,smp-hub/efficientnet-b0.imagenet,226,2026-01-30T18:00:01Z,2026-05-31T00:00:31Z
